objeto_y;nome_grupo;especificacao
CONTRATAÇÃO DE UMA EMPRESA PARA CONSTRUÇÃO DE UMA POLICLINICA NESTE MUNICIPIO, CONFORME PROJETOS E ESPECIFICAÇÕES TÉCNICAS;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de um profissional para prestação de consultoria técnica especializada de serviços de engenharia na elaboração de Projetos Básicos, acompanhamento e fiscalização das obras a serem executadas neste Município.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
A Prestação dos Serviços de Assessoria e Consultoria Jurídica para defesa dos interesses da Prefeitura Municipal, acompanhamento Processual em Primeira e Segunda Instância, acompanhamento de Procedimentos Administrativos, elaboração de Pareceres, elaboração de Minutas de Projetos de Lei, Redação de Atos Administrativos.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE PAVIMENTAÇÃO EM PARALELEPÍPEDOS NAS RUAS: RUA SEBASTIÃO AGRIPINO FILHO; RUA ANTÔNIO COSME DUTRA; RUA TV. GENÉSIO PEQUENO DA SILVA; RUA ALÍCIA ALEXANDRE DE ASSIS - TRECHO 01; E RUA CÍCERO BEZERRA REZENDE - TRECHO 01, CONFORME PROJETO BÁSICO E ESPECIFICAÇÕES TÉCNICAS.";CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
"Contratação de Escritório de Advocacia para prestação de serviços especializados, de notória especialização, de natureza singular, para interposição de medida judicial ou administrativa, abrangendo a elaboração de Recursos Especiais e Extraordinário, Embargos de Declaração; acompanhamento de processos de interesse do Município perante a Corte estadual de contas no que se pertine aos índices previstos na Lei de Responsabilidade Fiscal; elaboração de Pareceres em processos administrativos, manifestação jurídica em processos administrativos de pessoal, acompanhamento em Processo Administrativo Disciplinar (PAD), e ainda consultoria à Controladoria Geral do Município, no período de fevereiro a outubro de 2019";CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de empresa especializada para elaboração de projeto destinado à obtenção de benefício fiscal de redução em 75% (setenta e cinco por cento) do imposto de renda por modernização e assessoramento nas providências necessárias que antecedem a apresentação do projeto, perante a SUDENE.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de serviços médicos e pequenos procedimentos cirúrgicos e ultrassonografia a serem realizados na sede do Município, compreendendo consultas, exames e elaboração de laudos técnicos, destinados aos pacientes do município de São José da Lagoa Tapada-PB.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA PARA PRESTAR SERVIÇOS DE ASSESSORIA TÉCNICA NA ELABORAÇÃO DE PLANOS, PROJETOS E GESTÃO DE SISTEMAS NO MUNICIPIO DE PAULISTA/PB;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de serviços técnicos e especializados em assessoria e consultiva na Área de Projetos para captação de Recursos e acompanhamento do Plano de Trabalho deste município durante o exercício financeiro de 2019.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE SERVIÇOS DE ASSESSORIA E CONSULTORIA TÉCNICA ESPECIALIZADA NA ÁREA CONTÁBIL, FINANCEIRA, ORÇAMENTARIA, PATRIMONIAL, ADMINISTRATIVA E DE PESSOAL DO MUNICIPIO DE REMÍGIO;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de Empresa para Serviços Técnicos Contábeis, para elaboração de Prestação de contas de Convênios e Programas Federais e Estaduais, junto a Secretaria de Finanças deste Município.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de Empresa Especializada para Elaboração de Projeto de Engenharia;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Consultoria jurídica nas ações trabalhistas, ações de mandato de segurança, execuções fiscais e outros feitos que correm na Justiça Comum da Comarca, além de outros serviços técnicos especializados nessa área, tais como a elaboração de contratos, projetos de leis, pareceres em projetos, assessoramento de Comissão e acompanhamento das ações que tramitam em segunda instância e junto ao Tribunal de Contas do Estado da Paraíba, estando sempre a disposição desta Administração Legislativa;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE DRENAGEM E PAVIMENTAÇÃO NO BAIRRO BIRO FISCAL, CONFORME PROJETO E ESPECIFICAÇÕES TÉCNICAS;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de Assessoria Contábil, Técnica, Administrativa e Financeira na área pública de forma genérica, constando ainda, os serviços de Elaboração de Balancete Mensal, Prestação de Contas anuais, além de outros demonstrativos relacionados a contabilidade pública e acompanhamento e orientação técnica nos Processos de Prestação de Contas do Instituto de Previdência Municipal de Lucena-PB ao Tribunal de Contas da Paraíba, da União e outros órgãos fiscalizadores;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Serviços de Consultoria Técnica Especializada em Assessoria na Execução das Obrigações Previdenciárias (RGPS),Consultoria Tributária Previdenciária no Regime Geral, na esfera Administrativa, e Gestão de Contencioso Tributário Previdenciário junto ao Município de Marcação - PB;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTATAÇÃO DE PESSOA FÍSICA PARA PRESTAÇÃO DE SERVIÇOS TÉCNICO ESPECIALIZADOS DE ENGENHARIA PARA ATENDER AS NECESSIDADES DO MUNICÍPIO DO LASTRO, NA ELABORAÇÃO DE PROJETOS E FISCALIZAÇÃO DE OBRAS DE ENGENHARIA;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE EMPRESA PARA OBRA DE REFORMA E AMPLIAÇÃO DA CRECHE MUNICIPAL NOSSA SENHORA DOS MILAGRES DA CIDADE DE BREJO DO CRUZ - PARAÍBA;OBRAS;OBRAS
Contratação de  serviços de mão de obra de  pintura das paredes, muros, portões, arquibancadas e vestiários do Ginásio Poliesportivo o Marojão, no Município de Juripiranga <U+0096> PB.;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA PARA OBRA DE REFORMA E AMPLIAÇÃO DA CRECHE MUNICIPAL NOSSA SENHORA DOS MILAGRES DA CIDADE DE BREJO DO CRUZ - PARAÍBA;OBRAS;OBRAS
Contratação de empresa de especializada, cujo critério de seleção da proposta mais vantajosa será a de menor preço global, para a execução de obra de realização de serviços de Construção de Campo de Futebol no município de Serra Grande - PB;OBRAS;OBRAS
Contratação de empresa no ramo pertinente para serviços de mão de obra em pavimento dos acessos ao Parque do Poeta Ronaldo Cunha Lima.;OBRAS;OBRAS
Obras de Pavimentação da Rodovia PB-383, trecho: Lastro / Divisa PB/RN;OBRAS;OBRAS
Contratação de empresa de engenharia especializada para execução de obra referente à Obras de Pavimentação da Rodovia PB- 151, trecho: Picuí / Nova Floresta;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL, PARA EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE MELHORIAS SANITÁRIAS NO MUNICÍPIO DE MOGEIRO/PB.;OBRAS;OBRAS
Obras de Restauração da Rodovia PB<U+0096>034, trecho: Entroncamento BR-101 / Alhandra/Caaporã.;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA PARA OBRA DE PAVIMENTAÇÃO EM DIVERSAS RUAS NO MUNICIPIO DE LAGOA-PB.;OBRAS;OBRAS
Contratação de empresa do ramo da construção civil destinada a execução da obra de construção de Ginásio Poliesportivo com vestiário na cidade de Solânea/PB, conforme Contrato de Repasse 850403/2017-MINISTÉRIO DO ESPORTE;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA OBRA DE PRAÇAS NO MUNICÍPIO DE CABEDELO/PB;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DAS OBRAS DE CONSTRUÇÃO DE UMA PRAÇA E DA RECUPERAÇÃO DA PAVIMENTAÇÃO NA SEDE DO MUNICÍPIO.;OBRAS;OBRAS
CONTRATAÇÃO DE SERVIÇO DE ARQUITETURA E ENGENHARIA PARA REABILITAÇÃO DE PROJETOS PARA CONCLUSÃO DE OBRAS DE SAÚDE NÃO FINALIZADAS NO MUNICÍPIO DE CONDE/PB;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECURÇÃO DE OBRAS DE RESTAURAÇÃO DE MELHORIAS HABITACIONAIS PARA O CONTROLE DA DOENÇA DE CHAGAS;OBRAS;OBRAS
Execução das obras de Reforma e Ampliação das Escolas Municipais de Ensino Fundamental: José Rocha de Oliveira (Sítio Pirauá) e Instituto Desembargador Severino Montenegro, no Município de Alagoa Grande.;OBRAS;OBRAS
Contratação de empresa para execução de Obra: Construção de Quadra Coberta na Escola José Dias Guarita.;OBRAS;OBRAS
Contratação de empresa de engenharia especializada para execução de obra referente à Obras de Pavimentação da Rodovia PB- 151, trecho: Picuí / Nova Floresta;OBRAS;OBRAS
Contratação de uma empresa de construção civil, para execução das obras de construção de uma Praça na cidade de Riachão do Bacamarte.;OBRAS;OBRAS
Contratação dos serviços especializados em execução de obras para pavimentação de diversas ruas do município de desterro mediante condições do contrato de repasse nº.1048050-72/2017, conforme projeto em anexo, e edital nos termos da lei 8666/93.;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRA, REFERENTE A ACADEMIA DE SAÚDE EM PEDRA LAVRADA;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DA OBRA DE REFORMA DAS ESCOLAS DO MUNICÍPIO DE CAMALAÚ-PB, CONFORME PROJETO BÁSICO DE ENGENHARIA;OBRAS;OBRAS
Contratação dos serviços de mão de obra para a realização de reforma na Escola Municipal JOSÉ SARNEY - Cacimba de Dentro/PB;OBRAS;OBRAS
Execução das obras de Adequação da estrada de acesso à Comunidade Quilombola de Caiana dos Crioulos, no Município de Alagoa Grande.;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA PARA A MÃO DE OBRA DA AMPLIAÇÃO DOS CEMITÉRIOS DE GRAVATA E UMARI, ZONA RUAL DO MUNICÍPIO DE SÃO JOÃO DO RIO DO PEIXE-PB.;OBRAS;OBRAS
Contratação de empresa de engenharia especializada para execução de obra referente à Obras de Pavimentação da Rodovia PB- 151, trecho: Picuí / Nova Floresta;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA PARA OBRA DE REFORMA E AMPLIAÇÃO DA CRECHE MUNICIPAL NOSSA SENHORA DOS MILAGRES DA CIDADE DE BREJO DO CRUZ - PARAÍBA;OBRAS;OBRAS
OBRA DE REFORMA DE TRECHOS DA REDE DE ESGOTO E GALERIAS PLUVIAIS NO MUNICIPIO DE LAGOA-PB.;OBRAS;OBRAS
Execução das obras de Reforma e Ampliação das Escolas Municipais de Ensino Fundamental: José Rocha de Oliveira (Sítio Pirauá) e Instituto Desembargador Severino Montenegro, no Município de Alagoa Grande.;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL, PARA EXECUÇÃO DE OBRAS DE CONSTRUÇÃO DE MELHORIAS SANITÁRIAS NO MUNICÍPIO DE MOGEIRO/PB.;OBRAS;OBRAS
Contratação de empresa do ramo da construção civil destinada a execução da obra da conclusão da Pavimentação em paralelepípedo e drenagem pluvial das ruas: Alaíde Silva e Padre Pinto - Solânea-PB. CR 1023.217-30/2015 - MINISTÉRIO DAS CIDADES - PREFEITURA DE SOLÂNEA.;OBRAS;OBRAS
Contratação de empresa no ramo pertinente para os serviços de mão de obra na pavimentação em paralelepípedos das Ruas Pedro Jacó (trecho), Rua Bela Vista (trecho) e Rua São Sebastião (trecho), Belém/PB;OBRAS;OBRAS
Obras de Restauração da Rodovia PB<U+0096>034, trecho: Entroncamento BR-101 / Alhandra/Caaporã.;OBRAS;OBRAS
CONCLUSÃO DAS OBRAS DE CONSTRUÇÃO DA ACADEMIA DA SAÚDE DA CIDADE DE MOGEIRO/PB.;OBRAS;OBRAS
CONTRATAÇÃO DE SERVIÇO DE ARQUITETURA E ENGENHARIA PARA REABILITAÇÃO DE PROJETOS PARA CONCLUSÃO DE OBRAS DE SAÚDE NÃO FINALIZADAS NO MUNICÍPIO DE CONDE/PB;OBRAS;OBRAS
EXECUÇÃO DE OBRA REMANESCENTE DA PRAÇA DA MATRIZ NESTE MUNICÍPIO DE ESPERANÇA/PB;OBRAS;OBRAS
OBRA DE CONSTRUÇÃO DE UMA GARAGEM NO MUNICIPIO DE BREJO DO CRUZ-PB.;OBRAS;OBRAS
Obras de Pavimentação da Rodovia PB-200, trecho: Juazeirinho / Santo André com 19,66 km;OBRAS;OBRAS
Contratação de empresa para execução de obra de reforma do Campo de Futebol - o Wilsão (Implantação e modernização de infraestrutura esportiva), na sede do município, conforme projeto anexo ao edital.;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUTAR SERVIÇOS DE PAVIMENTAÇÃO EM PARALELEPÍPEDOS NA CIDADE DE JOÃO PESSOA-PB, OBRA INTEGRANTE DO PROGRAMA IPTU CIDADÃO, CRIADO PELA LEI COMPLEMENTAR Nº 021 DE 29 DE DEZEMBRO DE 2000;OBRAS;OBRAS
Execução das obras de reforma do Posto de Saúde Magno Pereira Soares, no Município de Riachão do Bacamarte.;OBRAS;OBRAS
Contratação de empresa para execução de obra de Reconstrução de Unidades Habitacionais no município de São Francisco/PB;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL, PARA EXECUÇÃO DE OBRA DE CONCLUSÃO DA QUADRA ESCOLAR COBERTA NO SÍTIO LAGEDO GRANDE, conforme as condições estatuídas no Projeto Básico (Anexo I deste Edital).;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OBRAS DE ENGENHARIA NA CONSTRUÇÃO DE UMA CICLOVIA E PISTA DE CAMINHADA COM ILUMINAÇÃO NO MUNICÍPIO DE PITIMBU/PB.;OBRAS;OBRAS
CONTRATAÇÃO DE EMPRESA PARA OBRA DE REVITALIZAÇÃO DOS CANTEIROS CENTRAIS DA CIDADE DE BREJO DO CRUZ - PARAÍBA.;OBRAS;OBRAS
Execução das obras de reforma do Posto de Saúde Magno Pereira Soares, no Município de Riachão do Bacamarte.;OBRAS;OBRAS
Obras de Pavimentação da Rodovia PB-200, trecho: Juazeirinho / Santo André com 19,66 km;OBRAS;OBRAS
EXECUÇÃO DE OBRA REMANESCENTE DE CONSTRUÇÃO DE QUADRAS COBERTAS COM VESTIÁRIOS NO MUNICÍPIO DE ESPERANÇA/PB;OBRAS;OBRAS
contratação de engenheiro civil, para os serviços de fiscalização e acompanhamento de obras das diversas secretarias do Município de São José do Bonfim/PB;OBRAS;OBRAS
Execução das obras de Reforma e Ampliação das Escolas Municipais de Ensino Fundamental: José Rocha de Oliveira (Sítio Pirauá) e Instituto Desembargador Severino Montenegro, no Município de Alagoa Grande.;OBRAS;OBRAS
Registro de preço para eventual aquisição de água mineral para atender as necessidades da Prefeitura municipal de João Pessoa PMJP;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO PARCELADO E DIÁRIO DE ÁGUA MINERAL EM GARRAFÕES DE VINTE (20) LITROS, EM ATENDIMENTO DAS DEMANDAS DAS SECRETARIAS;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE ÁGUA MINERAL EM BOTIJÕES DE 20 LITROS, PARA ATENDER A SECRETARIA DE EDUCAÇÃO DA PREFEITURA MUNICIPAL DE CAMPINA GRANDE, ESTADO DA PARAÍBA.;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE SERVIÇOS DE ABASTECIMENTO DE ÁGUA POTÁVEL, ATRAVÉS DE CARRO PIPA PARA ATENDIMENTO EMERGENCIAL DA POPULAÇÃO DA ZONA RURAL E URBANA DO MUNICÍPIO DE ALGODÃO DE JANDAIRA;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE CALÇADA E RECUPERAÇÃO DA CRECHE NECI MINERVINO DE CARVALHO, LOCALIZADA NA RUA FRANCISCO COSTA, UMBUZEIRO NO MUNICIPIO DE OLHO D´AGUA-PB;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Aquisição De Água Potável em Carro Pipa Destinada Distribuição nos Prédios Públicos de Caldas Brandão.;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Aquisição de Água Mineral para atender as necessidades da Prefeitura Municipal de Conde/PB;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Contratação de carro pipa para abastecimento de água na zona rural do Município;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Contratação de empresa para aquisição de medicamentos psicotrópicos para atender as necessidades da Secretaria Municipal de Olho D´Agua-PB.;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE GÁS GLP 13KG E ÁGUA MINERAL (BOTIJÃO 20L) PARA ATENDER AS DEMANDAS DO FUNDO MUNICIPAL DE SAÚDE - ARARUNA/PB;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Aquisição de Água Mineral;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Aquisições parceladas de água mineral destinados a atender as necessidades do Gabinete da Prefeita e as Secretarias Municipais e Fundo Municipal de Saúde;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE CONSTRUÇÃO DE UMA ACADEMIA DE SAÚDE, LOCALIZADA NO DISTRITO DO SOCORRO, RUA GABRIEL PROCÓPIO-S/N, MUNICIPIO DE OLHO D'ÁGUA-PB;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Aquisições parceladas de botijão de gás/ água mineral para atender as demandas das diversas Secretarias e Setores da Administração Municipal até o fim do exercício de 2019.;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
AQUISIÇÃO DE ÁGUA MINERAL (GARRAFÃO DE 20 LITROS).;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Aquisição de Água Mineral;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Fornecimento de água potável através de carro pipa;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA PARA OBRA DE ABASTECIMENTO DE ÁGUA NA COMUNIDADE CANTINHO ZONA RURAL DO MUNICIPIO DE LAGOA-PB.;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA ESPECIALIZA DO RAMO DA CONSTRUÇÃO PARA IMPLANTAÇÃO DE MELHORIAS SANITÁRIAS DOMICILIARES (MSD), CONSUBSTANCIADA NA CONSTRUÇÃO DE 49 (QUARENTA E NOVE) CISTERNAS DOMICILIARES COM CAPACIDADE PARA 16.000 LITROS DE ÁGUA, EM DOMICÍLIOS SITUADOS EM DIVERSAS LOCALIDADES DO MUNICÍPIO DE BOM SUCESSO - PB;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE SERVIÇOS DE CARRO PIPA PARA FORNECIMENTO DE ÁGUA POTÁVEL COM O OBJETIVO DE ABASTECER A ZONA URBANA E RURAL DO MUNICÍPIO DE CARAÚBAS/PB;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Contração de serviços especializados de dedetização de pragas em geral e limpeza de caixas d'água destinados a todas as secretarias do município de Santana dos Garrotes-PB.;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE ÁGUA PURIFICADA ADICIONADA DE SAIS EM GARRAFÕES DE 20 LITROS PARA ATENDER AS DEMANDAS DAS SECRETARIAS E DEPARTAMENTOS DESTE MUNICÍPIO, COM ENTREGA CONFORME SOLICITAÇÃO;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
Contratação de empresa especializada para fornecimento de garrafão de água mineral por demanda.;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
AQUISIÇÃO DE BOMBAS SUBMERSAS, ACESSÓRIOS E SERVIÇOS DE DESMONTAGEM, MONTAGEM E REBOBINAMENTO PARA ATENDER AS NECESSIDADES DE ABASTECIMENTO DE AGUA DO MUNICÍPIO DE BOM JESUS CONFORME SOLICITAÇÃO;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
FORNECIMENTO DE ÁGUA POTÁVEL, ATRAVÉS DE CARRO PIPA (10.000 LITROS) PARA ATENDER A DEMANDA DAS SECRETARIAS DE DESENVOLVIMENTO SOCIAL, EDUCAÇÃO, SAÚDE E DEMAIS SECRETARIAS E DEPARTAMENTOS DESTE MUNICÍPIO;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE GAS GLP E AGUA MINERAL PARA PREFEITURA MUNICIPAL DE TACIMA;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE ÁGUA PURIFICADA ADICIONADA DE SAIS EM GARRAFÕES DE 20 LITROS PARA ATENDER AS DEMANDAS DAS SECRETARIAS E DEPARTAMENTOS DESTE MUNICÍPIO, COM ENTREGA CONFORME SOLICITAÇÃO;FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA;SERVIÇOS DE FORNECIMENTO DE ÁGUA POTÁVEL EM CAMINHÃO-PIPA.
